#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NFX1	RFX5	9606.ENSP00000368856	9606.ENSP00000290524	0	0	0	0	0	0	0	0.487	0.487
NOP14	SIRT1	9606.ENSP00000405068	9606.ENSP00000212015	0	0	0	0	0	0.270	0	0.293	0.461
NOP14	TRMT10C	9606.ENSP00000405068	9606.ENSP00000312356	0	0	0	0	0.442	0	0	0	0.442
NOP14	RBM10	9606.ENSP00000405068	9606.ENSP00000328848	0	0	0	0	0.092	0.498	0	0	0.524
NOP14	RCL1	9606.ENSP00000405068	9606.ENSP00000371169	0	0	0	0	0.660	0.935	0.600	0.816	0.998
NOP14	OR5H14	9606.ENSP00000405068	9606.ENSP00000401706	0	0	0	0	0	0	0	0.455	0.455
NR1H4	SIRT1	9606.ENSP00000447149	9606.ENSP00000212015	0	0	0	0	0	0.345	0	0.673	0.777
NR1H4	PNPLA3	9606.ENSP00000447149	9606.ENSP00000216180	0	0	0	0	0.062	0	0	0.423	0.435
NR1H4	UGT2A3	9606.ENSP00000447149	9606.ENSP00000251566	0	0	0	0	0.495	0.056	0	0.131	0.550
NR1H4	SLC27A5	9606.ENSP00000447149	9606.ENSP00000263093	0	0	0	0	0.076	0	0	0.502	0.520
NR1H4	STAT3	9606.ENSP00000447149	9606.ENSP00000264657	0	0	0	0	0	0.056	0	0.400	0.409
NR1H4	PPARGC1A	9606.ENSP00000447149	9606.ENSP00000264867	0	0	0	0	0.069	0.862	0	0.615	0.946
NR1H4	PARVA	9606.ENSP00000447149	9606.ENSP00000334008	0	0	0	0	0	0	0	0.426	0.426
NR1H4	SREBF1	9606.ENSP00000447149	9606.ENSP00000348069	0	0	0	0	0.062	0	0	0.723	0.729
NR1H4	SREBF2	9606.ENSP00000447149	9606.ENSP00000354476	0	0	0	0	0	0.270	0	0.618	0.709
NR1H4	TLR4	9606.ENSP00000447149	9606.ENSP00000363089	0	0	0	0	0	0.074	0	0.426	0.445
NR1H4	TMPRSS6	9606.ENSP00000447149	9606.ENSP00000371211	0	0	0	0	0.559	0	0	0	0.559
NR1H4	TM6SF2	9606.ENSP00000447149	9606.ENSP00000374014	0	0	0	0	0.228	0	0	0.324	0.456
NR1H4	PARVB	9606.ENSP00000447149	9606.ENSP00000384515	0	0	0	0	0	0	0	0.421	0.421
NR1H4	TNF	9606.ENSP00000447149	9606.ENSP00000398698	0	0	0	0	0	0	0	0.469	0.469
NR1H4	UGT1A3	9606.ENSP00000447149	9606.ENSP00000418532	0	0	0	0	0.296	0.056	0	0.290	0.487
NR1I2	SIRT1	9606.ENSP00000336528	9606.ENSP00000212015	0	0	0	0	0	0.078	0	0.723	0.734
NR1I2	UGT2A3	9606.ENSP00000336528	9606.ENSP00000251566	0	0	0	0	0.204	0.056	0	0.432	0.536
NR1I2	PPARGC1A	9606.ENSP00000336528	9606.ENSP00000264867	0	0	0	0	0.062	0.706	0	0.942	0.982
NR1I2	SAG	9606.ENSP00000336528	9606.ENSP00000386444	0	0	0	0	0	0	0	0.401	0.401
NR1I2	TNF	9606.ENSP00000336528	9606.ENSP00000398698	0	0	0	0	0	0	0	0.421	0.421
NR1I2	TLR4	9606.ENSP00000336528	9606.ENSP00000363089	0	0	0	0	0	0.074	0	0.408	0.428
NR1I2	UGT1A3	9606.ENSP00000336528	9606.ENSP00000418532	0	0	0	0	0.099	0.056	0	0.556	0.589
NR1I2	SREBF1	9606.ENSP00000336528	9606.ENSP00000348069	0	0	0	0	0	0	0	0.715	0.716
NR4A2	PPARGC1A	9606.ENSP00000344479	9606.ENSP00000264867	0	0	0	0	0.060	0.270	0	0.563	0.674
NR4A2	TNF	9606.ENSP00000344479	9606.ENSP00000398698	0	0	0	0	0	0.182	0	0.328	0.426
NRAS	RALA	9606.ENSP00000358548	9606.ENSP00000005257	0	0	0.442	0.935	0	0.255	0.900	0.508	0.926
NRAS	YWHAH	9606.ENSP00000358548	9606.ENSP00000248975	0	0	0	0	0	0.245	0.900	0.165	0.931
NRAS	RAF1	9606.ENSP00000358548	9606.ENSP00000251849	0	0	0	0	0.055	0.944	0.900	0.833	0.999
NRAS	PHLPP1	9606.ENSP00000358548	9606.ENSP00000262719	0	0	0	0	0.062	0.273	0	0.362	0.527
NRAS	STAT3	9606.ENSP00000358548	9606.ENSP00000264657	0	0	0	0	0	0.057	0	0.468	0.477
NRAS	PMEL	9606.ENSP00000358548	9606.ENSP00000402758	0	0	0	0	0	0	0	0.451	0.451
NRAS	PRKCD	9606.ENSP00000358548	9606.ENSP00000378217	0	0	0	0	0.122	0.175	0.650	0.238	0.781
NRAS	RHOA	9606.ENSP00000358548	9606.ENSP00000400175	0	0	0.415	0.754	0.064	0.150	0.900	0.460	0.930
NRAS	YWHAB	9606.ENSP00000358548	9606.ENSP00000361930	0	0	0	0	0.062	0.251	0.900	0.196	0.936
NRAS	YWHAZ	9606.ENSP00000358548	9606.ENSP00000379287	0	0	0	0	0.107	0.251	0.900	0.177	0.937
NSF	YKT6	9606.ENSP00000381293	9606.ENSP00000223369	0	0	0	0	0.124	0.326	0.600	0.880	0.967
NSF	RBKS	9606.ENSP00000381293	9606.ENSP00000306817	0	0	0	0	0.062	0.660	0	0.048	0.669
NSF	PSMD4	9606.ENSP00000381293	9606.ENSP00000357879	0	0	0	0	0.234	0.395	0	0.113	0.553
NSF	VPS45	9606.ENSP00000381293	9606.ENSP00000358126	0	0	0	0	0.144	0.153	0	0.602	0.686
NSF	SEC31A	9606.ENSP00000381293	9606.ENSP00000378721	0	0	0	0	0.065	0.272	0	0.302	0.483
NSF	PSMD14	9606.ENSP00000381293	9606.ENSP00000386541	0.042	0	0	0	0.062	0.385	0	0.071	0.418
NSF	PSMC2	9606.ENSP00000381293	9606.ENSP00000391211	0	0	0.217	0.676	0.167	0.213	0	0.344	0.422
NSF	SYN2	9606.ENSP00000381293	9606.ENSP00000480050	0	0	0	0	0.093	0	0	0.607	0.628
NSF	RAB1A	9606.ENSP00000381293	9606.ENSP00000387286	0	0	0	0	0.068	0.058	0	0.690	0.704
NSMCE2	TOP2A	9606.ENSP00000287437	9606.ENSP00000411532	0	0	0	0	0.063	0.184	0	0.440	0.535
NSMCE2	ZMIZ1	9606.ENSP00000287437	9606.ENSP00000334474	0	0	0	0	0	0.348	0	0.437	0.617
NSMCE2	STAG1	9606.ENSP00000287437	9606.ENSP00000372689	0	0	0	0	0.063	0	0.900	0.234	0.921
NUSAP1	OIP5	9606.ENSP00000453403	9606.ENSP00000220514	0	0	0	0	0.871	0	0	0.656	0.954
NUSAP1	RAD51AP1	9606.ENSP00000453403	9606.ENSP00000228843	0	0	0	0	0.796	0	0	0.352	0.862
NUSAP1	TYMS	9606.ENSP00000453403	9606.ENSP00000315644	0	0	0	0	0.848	0	0	0.326	0.893
NUSAP1	WDHD1	9606.ENSP00000453403	9606.ENSP00000353793	0	0	0	0	0.574	0	0	0	0.574
NUSAP1	UBE2T	9606.ENSP00000453403	9606.ENSP00000356243	0	0	0	0	0.594	0	0	0.214	0.667
NUSAP1	ZWINT	9606.ENSP00000453403	9606.ENSP00000363055	0	0	0	0	0.781	0	0	0.560	0.899
NUSAP1	PCNA	9606.ENSP00000453403	9606.ENSP00000368458	0	0	0	0	0.601	0	0	0	0.601
NUSAP1	TOP2A	9606.ENSP00000453403	9606.ENSP00000411532	0	0	0	0	0.966	0	0	0.649	0.987
NUSAP1	PBK	9606.ENSP00000453403	9606.ENSP00000428489	0	0	0	0	0.941	0	0	0.520	0.970
NUSAP1	UHRF1	9606.ENSP00000453403	9606.ENSP00000479617	0	0	0	0	0.752	0	0	0.305	0.820
OIP5	PCNA	9606.ENSP00000220514	9606.ENSP00000368458	0	0	0	0	0.565	0	0	0	0.565
OIP5	WDHD1	9606.ENSP00000220514	9606.ENSP00000353793	0	0	0	0	0.606	0	0	0.060	0.614
OIP5	TYMS	9606.ENSP00000220514	9606.ENSP00000315644	0	0	0	0	0.785	0	0	0.048	0.786
OIP5	UBE2T	9606.ENSP00000220514	9606.ENSP00000356243	0	0	0	0	0.659	0.412	0	0.138	0.812
OIP5	RAD51AP1	9606.ENSP00000220514	9606.ENSP00000228843	0	0	0	0	0.813	0	0	0.171	0.838
OIP5	TOP2A	9606.ENSP00000220514	9606.ENSP00000411532	0	0	0	0	0.825	0	0	0.134	0.842
OIP5	ZWINT	9606.ENSP00000220514	9606.ENSP00000363055	0	0	0	0	0.813	0	0	0.298	0.863
OIP5	PBK	9606.ENSP00000220514	9606.ENSP00000428489	0	0	0	0	0.891	0	0	0.253	0.915
OLR1	PPARG	9606.ENSP00000309124	9606.ENSP00000287820	0	0	0	0	0	0.076	0	0.470	0.489
OLR1	TNF	9606.ENSP00000309124	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.539	0.549
OLR1	TLR4	9606.ENSP00000309124	9606.ENSP00000363089	0	0	0	0	0.072	0.056	0	0.590	0.610
OPLAH	TENM3	9606.ENSP00000480476	9606.ENSP00000424226	0	0	0	0	0	0	0	0.496	0.496
OPTN	RAB11FIP5	9606.ENSP00000368022	9606.ENSP00000258098	0	0	0	0	0	0	0	0.596	0.596
OPTN	WDR41	9606.ENSP00000368022	9606.ENSP00000296679	0	0	0	0	0	0	0	0.655	0.655
OPTN	UBD	9606.ENSP00000368022	9606.ENSP00000366249	0	0	0	0	0	0	0	0.510	0.510
OPTN	TNF	9606.ENSP00000368022	9606.ENSP00000398698	0	0	0	0	0	0.486	0	0.353	0.653
OPTN	RAB1A	9606.ENSP00000368022	9606.ENSP00000387286	0	0	0	0	0	0	0	0.834	0.834
ORC4	WDHD1	9606.ENSP00000441953	9606.ENSP00000353793	0	0	0	0	0.643	0	0	0.185	0.696
OST4	TUSC3	9606.ENSP00000457935	9606.ENSP00000424544	0	0	0	0	0	0	0.720	0.610	0.886
PAPD7	SNRPA1	9606.ENSP00000230859	9606.ENSP00000254193	0	0	0	0	0.077	0.116	0	0.430	0.494
PAPD7	SKIV2L	9606.ENSP00000230859	9606.ENSP00000364543	0	0	0	0	0.088	0.180	0	0.759	0.804
PAPD7	RAF1	9606.ENSP00000230859	9606.ENSP00000251849	0	0	0	0	0	0	0.900	0	0.900
PARVA	ZYX	9606.ENSP00000334008	9606.ENSP00000324422	0	0	0	0	0.062	0.149	0.900	0.365	0.942
PARVA	PARVB	9606.ENSP00000334008	9606.ENSP00000384515	0	0	0	0.965	0	0.877	0.900	0.865	0.987
PARVB	PNPLA3	9606.ENSP00000384515	9606.ENSP00000216180	0	0	0	0	0	0	0	0.544	0.544
PARVB	STAT3	9606.ENSP00000384515	9606.ENSP00000264657	0	0	0	0	0	0	0	0.462	0.462
PARVB	PPP1R3B	9606.ENSP00000384515	9606.ENSP00000308318	0	0	0	0	0	0	0	0.402	0.402
PARVB	SAMM50	9606.ENSP00000384515	9606.ENSP00000345445	0	0	0	0	0	0	0	0.696	0.696
PARVB	SUCO	9606.ENSP00000384515	9606.ENSP00000356696	0	0	0	0	0	0	0	0.404	0.404
PARVB	TM6SF2	9606.ENSP00000384515	9606.ENSP00000374014	0	0	0	0	0	0	0	0.469	0.469
PBK	RAD51AP1	9606.ENSP00000428489	9606.ENSP00000228843	0	0	0	0	0.824	0	0	0.429	0.895
PBK	TYMS	9606.ENSP00000428489	9606.ENSP00000315644	0	0	0	0	0.821	0	0	0.243	0.858
PBK	WDHD1	9606.ENSP00000428489	9606.ENSP00000353793	0	0	0	0	0.642	0	0	0	0.642
PBK	UBE2T	9606.ENSP00000428489	9606.ENSP00000356243	0	0	0	0	0.721	0.067	0	0.054	0.732
PBK	ZWINT	9606.ENSP00000428489	9606.ENSP00000363055	0	0	0	0	0.813	0	0	0.310	0.865
PBK	PCNA	9606.ENSP00000428489	9606.ENSP00000368458	0	0	0	0	0.619	0	0	0.049	0.622
PBK	TOP2A	9606.ENSP00000428489	9606.ENSP00000411532	0	0	0	0	0.982	0	0	0.556	0.992
PBK	UHRF1	9606.ENSP00000428489	9606.ENSP00000479617	0	0	0	0	0.733	0	0	0.162	0.767
PBX4	SUGP1	9606.ENSP00000251203	9606.ENSP00000247001	0	0	0	0	0	0	0	0.459	0.459
PBX4	TM6SF2	9606.ENSP00000251203	9606.ENSP00000374014	0	0	0	0	0	0	0	0.504	0.504
PBX4	TRIB1	9606.ENSP00000251203	9606.ENSP00000312150	0	0	0	0	0	0	0	0.529	0.529
PCNA	RAD51AP1	9606.ENSP00000368458	9606.ENSP00000228843	0	0	0	0	0.631	0	0.900	0	0.961
PCNA	TERF2IP	9606.ENSP00000368458	9606.ENSP00000300086	0	0	0	0	0	0	0.600	0	0.600
PCNA	TYMS	9606.ENSP00000368458	9606.ENSP00000315644	0	0	0	0	0.959	0.115	0	0.097	0.964
PCNA	ZMIZ1	9606.ENSP00000368458	9606.ENSP00000334474	0	0	0	0	0.062	0.532	0	0.256	0.644
PCNA	WDHD1	9606.ENSP00000368458	9606.ENSP00000353793	0	0	0	0	0.746	0.140	0	0.429	0.864
PCNA	UBE2T	9606.ENSP00000368458	9606.ENSP00000356243	0	0	0	0	0.554	0.232	0	0.194	0.700
PCNA	SHPRH	9606.ENSP00000368458	9606.ENSP00000356475	0.058	0	0	0	0.063	0.743	0.600	0.093	0.903
PCNA	ZWINT	9606.ENSP00000368458	9606.ENSP00000363055	0	0	0	0	0.782	0	0	0	0.782
PCNA	RAN	9606.ENSP00000368458	9606.ENSP00000446215	0	0	0	0	0.518	0	0	0.052	0.523
PCNA	PSMD14	9606.ENSP00000368458	9606.ENSP00000386541	0	0	0	0	0.556	0.133	0	0.047	0.601
PCNA	UHRF1	9606.ENSP00000368458	9606.ENSP00000479617	0.053	0	0	0	0.539	0.418	0	0	0.723
PCNA	TOP2A	9606.ENSP00000368458	9606.ENSP00000411532	0.219	0	0	0	0.662	0.216	0	0.302	0.836
PEG3	TNF	9606.ENSP00000326581	9606.ENSP00000398698	0	0	0	0	0	0.056	0	0.419	0.428
PEMT	PNPLA3	9606.ENSP00000255389	9606.ENSP00000216180	0	0	0	0	0	0	0	0.404	0.404
PEMT	SREBF1	9606.ENSP00000255389	9606.ENSP00000348069	0	0	0	0	0.062	0.153	0	0.309	0.403
PEMT	TM6SF2	9606.ENSP00000255389	9606.ENSP00000374014	0	0	0	0	0.064	0	0	0.397	0.412
PEMT	SLC27A5	9606.ENSP00000255389	9606.ENSP00000263093	0	0	0	0	0.086	0.084	0	0.361	0.418
PEMT	SMG6	9606.ENSP00000255389	9606.ENSP00000263073	0	0	0	0	0	0.093	0	0.456	0.486
PEMT	PLA2G16	9606.ENSP00000255389	9606.ENSP00000320337	0	0	0	0	0	0	0.900	0	0.900
PEMT	PLD1	9606.ENSP00000255389	9606.ENSP00000342793	0	0	0	0	0	0.056	0.900	0.496	0.948
PFDN1	SRXN1	9606.ENSP00000261813	9606.ENSP00000371388	0	0	0	0	0.426	0	0	0	0.426
PFDN1	PSMD4	9606.ENSP00000261813	9606.ENSP00000357879	0	0	0	0	0.428	0	0	0	0.428
PIGR	RAB11FIP5	9606.ENSP00000348888	9606.ENSP00000258098	0	0	0	0	0	0	0	0.440	0.440
PIGR	TNF	9606.ENSP00000348888	9606.ENSP00000398698	0	0	0	0	0	0	0	0.412	0.412
PKN2	RHOA	9606.ENSP00000359552	9606.ENSP00000400175	0	0	0	0	0	0.797	0.900	0.922	0.998
PLA2G16	PLD1	9606.ENSP00000320337	9606.ENSP00000342793	0	0	0	0	0	0	0.900	0.178	0.914
PLD1	RALA	9606.ENSP00000342793	9606.ENSP00000005257	0	0	0	0	0	0.523	0.900	0.898	0.994
PLD1	PPAPDC1A	9606.ENSP00000342793	9606.ENSP00000381302	0.049	0	0	0	0	0.080	0.900	0.140	0.914
PLD1	RHOA	9606.ENSP00000342793	9606.ENSP00000400175	0	0	0	0	0	0.701	0.900	0.972	0.999
PMEL	TNF	9606.ENSP00000402758	9606.ENSP00000398698	0	0	0	0	0	0	0	0.501	0.501
PNISR	SRSF5	9606.ENSP00000358242	9606.ENSP00000452123	0	0	0	0	0.324	0	0	0.294	0.502
PNISR	SNRNP70	9606.ENSP00000358242	9606.ENSP00000472998	0	0	0	0	0.062	0	0	0.607	0.615
PNISR	SRSF11	9606.ENSP00000358242	9606.ENSP00000359988	0	0	0	0	0.877	0.703	0	0.269	0.971
PNPLA3	SREBF2	9606.ENSP00000216180	9606.ENSP00000354476	0	0	0	0	0	0	0	0.479	0.479
PNPLA3	TRIB1	9606.ENSP00000216180	9606.ENSP00000312150	0	0	0	0	0.049	0.075	0	0.459	0.482
PNPLA3	PPARG	9606.ENSP00000216180	9606.ENSP00000287820	0	0	0	0	0	0	0	0.498	0.498
PNPLA3	PPARA	9606.ENSP00000216180	9606.ENSP00000385523	0	0	0	0	0	0	0	0.520	0.520
PNPLA3	PPAPDC1A	9606.ENSP00000216180	9606.ENSP00000381302	0	0	0	0	0	0	0.650	0.178	0.700
PNPLA3	PPP1R3B	9606.ENSP00000216180	9606.ENSP00000308318	0	0	0	0	0.062	0	0	0.710	0.716
PNPLA3	SREBF1	9606.ENSP00000216180	9606.ENSP00000348069	0	0	0	0	0	0	0	0.756	0.756
PNPLA3	SAMM50	9606.ENSP00000216180	9606.ENSP00000345445	0	0.085	0	0	0	0	0	0.750	0.761
PNPLA3	TM6SF2	9606.ENSP00000216180	9606.ENSP00000374014	0	0	0	0	0.062	0	0	0.915	0.917
POU3F4	POU4F3	9606.ENSP00000362296	9606.ENSP00000230732	0	0	0	0.778	0.062	0.368	0	0.652	0.469
POU3F4	RFX5	9606.ENSP00000362296	9606.ENSP00000290524	0	0	0	0	0.062	0.069	0	0.540	0.563
PPA1	TSFM	9606.ENSP00000362329	9606.ENSP00000313877	0	0	0	0	0.125	0	0	0.416	0.467
PPA1	RHOA	9606.ENSP00000362329	9606.ENSP00000400175	0	0	0	0	0.049	0	0	0.406	0.411
PPA1	PSMD14	9606.ENSP00000362329	9606.ENSP00000386541	0	0	0	0	0.318	0.172	0	0.109	0.453
PPA1	STRAP	9606.ENSP00000362329	9606.ENSP00000392270	0	0	0	0	0.199	0	0	0.347	0.455
PPA1	TOP2A	9606.ENSP00000362329	9606.ENSP00000411532	0	0	0	0	0.065	0	0	0.505	0.517
PPA1	RAB1A	9606.ENSP00000362329	9606.ENSP00000387286	0	0	0	0	0.063	0.609	0	0.088	0.636
PPARA	SIRT1	9606.ENSP00000385523	9606.ENSP00000212015	0	0	0	0	0	0.495	0	0.988	0.994
PPARA	TGFB1	9606.ENSP00000385523	9606.ENSP00000221930	0	0	0	0	0	0	0	0.434	0.434
PPARA	SERPINE1	9606.ENSP00000385523	9606.ENSP00000223095	0	0	0	0	0	0.058	0	0.507	0.515
PPARA	SLC27A5	9606.ENSP00000385523	9606.ENSP00000263093	0	0	0	0	0.065	0	0	0.520	0.532
PPARA	STAT3	9606.ENSP00000385523	9606.ENSP00000264657	0	0	0	0	0	0.056	0	0.556	0.562
PPARA	PPARGC1A	9606.ENSP00000385523	9606.ENSP00000264867	0	0	0	0	0.062	0.934	0.900	0.989	0.999
PPARA	UCP3	9606.ENSP00000385523	9606.ENSP00000323740	0	0	0	0	0	0.061	0	0.729	0.735
PPARA	SREBF1	9606.ENSP00000385523	9606.ENSP00000348069	0	0	0	0	0	0	0	0.876	0.876
PPARA	XPNPEP3	9606.ENSP00000385523	9606.ENSP00000349658	0	0	0	0	0.049	0	0	0.504	0.508
PPARA	STAT1	9606.ENSP00000385523	9606.ENSP00000354394	0	0	0	0	0	0.281	0	0.534	0.651
PPARA	SREBF2	9606.ENSP00000385523	9606.ENSP00000354476	0	0	0	0	0	0	0	0.710	0.710
PPARA	PRKAA2	9606.ENSP00000385523	9606.ENSP00000360290	0	0	0	0	0.062	0.058	0	0.415	0.438
PPARA	TLR4	9606.ENSP00000385523	9606.ENSP00000363089	0	0	0	0	0	0.074	0	0.556	0.571
PPARA	SOD2	9606.ENSP00000385523	9606.ENSP00000446252	0	0	0	0	0	0.058	0	0.479	0.488
PPARA	SLC2A1	9606.ENSP00000385523	9606.ENSP00000416293	0	0	0	0	0	0.056	0	0.557	0.563
PPARA	TXNRD1	9606.ENSP00000385523	9606.ENSP00000434516	0	0	0	0	0	0.056	0.900	0.184	0.916
PPARA	TNF	9606.ENSP00000385523	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.700	0.968
PPARG	SIRT1	9606.ENSP00000287820	9606.ENSP00000212015	0	0	0	0	0	0.495	0.800	0.987	0.998
PPARG	SALL4	9606.ENSP00000287820	9606.ENSP00000217086	0	0	0	0	0	0.147	0.650	0.097	0.706
PPARG	TGFB1	9606.ENSP00000287820	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.580	0.956
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	SOX9	9606.ENSP00000287820	9606.ENSP00000245479	0	0	0	0	0	0.087	0	0.611	0.630
PPARG	RAF1	9606.ENSP00000287820	9606.ENSP00000251849	0	0	0	0	0	0.102	0	0.695	0.715
PPARG	STAT3	9606.ENSP00000287820	9606.ENSP00000264657	0	0	0	0	0	0.056	0	0.705	0.711
PPARG	PPARGC1A	9606.ENSP00000287820	9606.ENSP00000264867	0	0	0	0	0	0.991	0.900	0.989	0.999
PPARG	PTGDS	9606.ENSP00000287820	9606.ENSP00000360687	0	0	0	0	0	0	0	0.413	0.412
PPARG	TXN	9606.ENSP00000287820	9606.ENSP00000363641	0	0	0	0	0	0.056	0	0.428	0.437
PPARG	XDH	9606.ENSP00000287820	9606.ENSP00000368727	0	0	0	0	0.063	0.133	0	0.364	0.438
PPARG	SAFB	9606.ENSP00000287820	9606.ENSP00000467423	0	0	0	0	0	0	0	0.445	0.445
PPARG	PRKAA2	9606.ENSP00000287820	9606.ENSP00000360290	0	0	0	0	0	0.282	0	0.341	0.507
PPARG	SYN2	9606.ENSP00000287820	9606.ENSP00000480050	0	0	0	0	0	0	0	0.534	0.534
PPARG	RFX5	9606.ENSP00000287820	9606.ENSP00000290524	0	0	0	0	0	0.282	0	0.440	0.581
PPARG	SPP1	9606.ENSP00000287820	9606.ENSP00000378517	0	0	0	0	0	0	0	0.603	0.603
PPARG	SLC2A1	9606.ENSP00000287820	9606.ENSP00000416293	0	0	0	0	0	0.056	0	0.605	0.612
PPARG	SOD2	9606.ENSP00000287820	9606.ENSP00000446252	0	0	0	0	0	0.058	0	0.606	0.613
PPARG	TLR4	9606.ENSP00000287820	9606.ENSP00000363089	0	0	0	0	0.063	0.074	0	0.662	0.681
PPARG	RHOA	9606.ENSP00000287820	9606.ENSP00000400175	0	0	0	0	0	0.120	0	0.657	0.685
PPARG	UCP3	9606.ENSP00000287820	9606.ENSP00000323740	0	0	0	0	0.062	0.061	0	0.677	0.690
PPARG	TCF7L2	9606.ENSP00000287820	9606.ENSP00000358404	0	0	0	0	0	0.133	0	0.681	0.711
PPARG	STAT1	9606.ENSP00000287820	9606.ENSP00000354394	0	0	0	0	0.062	0.281	0	0.801	0.854
PPARG	SREBF2	9606.ENSP00000287820	9606.ENSP00000354476	0	0	0	0	0	0	0.900	0.659	0.964
PPARG	TNF	9606.ENSP00000287820	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.807	0.979
PPARG	SREBF1	9606.ENSP00000287820	9606.ENSP00000348069	0	0	0	0	0	0	0.900	0.873	0.986
PPARGC1A	SIRT1	9606.ENSP00000264867	9606.ENSP00000212015	0	0	0	0	0	0.717	0.900	0.988	0.999
PPARGC1A	SOX9	9606.ENSP00000264867	9606.ENSP00000245479	0	0	0	0	0.065	0	0	0.672	0.681
PPARGC1A	RORA	9606.ENSP00000264867	9606.ENSP00000261523	0	0	0	0	0.062	0	0.800	0.443	0.886
PPARGC1A	STAT3	9606.ENSP00000264867	9606.ENSP00000264657	0	0	0	0	0	0	0	0.503	0.503
PPARGC1A	TLR4	9606.ENSP00000264867	9606.ENSP00000363089	0	0	0	0	0	0.056	0	0.395	0.404
PPARGC1A	TXN	9606.ENSP00000264867	9606.ENSP00000363641	0	0	0	0	0	0	0	0.422	0.422
PPARGC1A	SRSF5	9606.ENSP00000264867	9606.ENSP00000452123	0	0	0	0	0	0.270	0	0.433	0.568
PPARGC1A	SLC2A1	9606.ENSP00000264867	9606.ENSP00000416293	0	0	0	0	0	0	0	0.596	0.596
PPARGC1A	TNF	9606.ENSP00000264867	9606.ENSP00000398698	0	0	0	0	0	0	0	0.632	0.632
PPARGC1A	SREBF2	9606.ENSP00000264867	9606.ENSP00000354476	0	0	0	0	0	0	0	0.638	0.638
PPARGC1A	STAT1	9606.ENSP00000264867	9606.ENSP00000354394	0	0	0	0	0	0	0.650	0.203	0.709
PPARGC1A	UCP3	9606.ENSP00000264867	9606.ENSP00000323740	0	0	0	0	0.062	0	0	0.763	0.768
PPARGC1A	SREBF1	9606.ENSP00000264867	9606.ENSP00000348069	0	0	0	0	0	0	0	0.813	0.813
PPARGC1A	SOD2	9606.ENSP00000264867	9606.ENSP00000446252	0	0	0	0	0	0	0.800	0.736	0.945
PPARGC1A	PRKAA2	9606.ENSP00000264867	9606.ENSP00000360290	0	0	0	0	0.096	0.270	0.900	0.585	0.969
PPIC	SPP1	9606.ENSP00000303057	9606.ENSP00000378517	0	0	0	0	0.063	0	0	0.828	0.832
PPIL1	SNRPD3	9606.ENSP00000362803	9606.ENSP00000215829	0	0	0	0	0.227	0.932	0.900	0.096	0.994
PPIL1	SNRPA1	9606.ENSP00000362803	9606.ENSP00000254193	0	0	0	0	0.191	0.955	0.900	0.293	0.997
PPIL1	WDR83	9606.ENSP00000362803	9606.ENSP00000402653	0	0	0	0	0.064	0.645	0	0	0.653
PPP1R3B	SLC35G1	9606.ENSP00000308318	9606.ENSP00000400932	0	0	0	0	0	0	0	0.465	0.465
PPP1R3B	SAMM50	9606.ENSP00000308318	9606.ENSP00000345445	0	0	0	0	0	0	0	0.558	0.558
PPP1R3B	TRIB1	9606.ENSP00000308318	9606.ENSP00000312150	0	0	0	0	0.062	0.058	0	0.566	0.583
PPP1R3B	TM6SF2	9606.ENSP00000308318	9606.ENSP00000374014	0	0	0	0	0.062	0	0	0.681	0.687
PRDX1	YWHAH	9606.ENSP00000262746	9606.ENSP00000248975	0	0	0	0	0.063	0.084	0	0.482	0.516
PRDX1	TNF	9606.ENSP00000262746	9606.ENSP00000398698	0	0	0	0	0	0.140	0	0.343	0.411
PRDX1	RAN	9606.ENSP00000262746	9606.ENSP00000446215	0	0	0	0	0.284	0.243	0	0.155	0.502
PRDX1	SOD2	9606.ENSP00000262746	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.664	0.726
PRDX1	TXNRD1	9606.ENSP00000262746	9606.ENSP00000434516	0.180	0	0	0	0.157	0.154	0	0.811	0.874
PRDX1	TLR4	9606.ENSP00000262746	9606.ENSP00000363089	0	0	0	0	0	0	0	0.976	0.976
PRDX1	TXN	9606.ENSP00000262746	9606.ENSP00000363641	0.045	0	0	0	0.294	0.780	0.900	0.881	0.997
PRDX1	SRXN1	9606.ENSP00000262746	9606.ENSP00000371388	0	0	0	0	0.102	0.943	0	0.963	0.998
PRKAA2	SIRT1	9606.ENSP00000360290	9606.ENSP00000212015	0	0	0	0	0.062	0.056	0	0.663	0.675
PRKAA2	SREBF1	9606.ENSP00000360290	9606.ENSP00000348069	0	0	0	0	0.063	0	0	0.431	0.444
PRKCD	RAF1	9606.ENSP00000378217	9606.ENSP00000251849	0	0	0	0.581	0.066	0.275	0.900	0.308	0.935
PRKCD	STAT3	9606.ENSP00000378217	9606.ENSP00000264657	0	0	0	0	0.062	0.462	0.900	0.725	0.984
